"Codice comune","Comune","Età","Sesso","Popolazione"
"017082","Idro","10","Femmine","11"
"017082","Idro","11","Totale","19"
"017082","Idro","11","Maschi","9"
"017082","Idro","11","Femmine","10"
"017082","Idro","12","Totale","20"
"017082","Idro","12","Maschi","10"
"017082","Idro","12","Femmine","10"
"017082","Idro","13","Totale","15"
"017082","Idro","13","Maschi","9"
"017082","Idro","13","Femmine","6"
"017082","Idro","14","Totale","21"
"017082","Idro","14","Maschi","11"
"017082","Idro","14","Femmine","10"
"017082","Idro","15","Totale","18"
"017082","Idro","15","Maschi","13"
"017082","Idro","15","Femmine","5"
"017082","Idro","16","Totale","19"
"017082","Idro","16","Maschi","5"
"017082","Idro","16","Femmine","14"
"017082","Idro","17","Totale","21"
"017082","Idro","17","Maschi","12"
"017082","Idro","17","Femmine","9"
"017082","Idro","18","Totale","20"
"017082","Idro","18","Maschi","10"
"017082","Idro","18","Femmine","10"
"017082","Idro","19","Totale","21"
"017082","Idro","19","Maschi","12"
"017082","Idro","19","Femmine","9"
"017082","Idro","20","Totale","22"
"017082","Idro","20","Maschi","12"
"017082","Idro","20","Femmine","10"
"017082","Idro","21","Totale","19"
"017082","Idro","21","Maschi","10"
"017082","Idro","21","Femmine","9"
"017082","Idro","22","Totale","16"
"017082","Idro","22","Maschi","7"
"017082","Idro","22","Femmine","9"
"017082","Idro","23","Totale","19"
"017082","Idro","23","Maschi","9"
"017082","Idro","23","Femmine","10"
"017082","Idro","24","Totale","19"
"017082","Idro","24","Maschi","6"
"017082","Idro","24","Femmine","13"
"017082","Idro","25","Totale","13"
"017082","Idro","25","Maschi","7"
"017082","Idro","25","Femmine","6"
"017082","Idro","26","Totale","20"
"017082","Idro","26","Maschi","12"
"017082","Idro","26","Femmine","8"
"017082","Idro","27","Totale","17"
"017082","Idro","27","Maschi","9"
"017082","Idro","27","Femmine","8"
"017082","Idro","28","Totale","15"
"017082","Idro","28","Maschi","8"
"017082","Idro","28","Femmine","7"
"017082","Idro","29","Totale","23"
"017082","Idro","29","Maschi","13"
"017082","Idro","29","Femmine","10"
"017082","Idro","30","Totale","23"
"017082","Idro","30","Maschi","16"
"017082","Idro","30","Femmine","7"
"017082","Idro","31","Totale","25"
"017082","Idro","31","Maschi","15"
"017082","Idro","31","Femmine","10"
"017082","Idro","32","Totale","21"
"017082","Idro","32","Maschi","14"
"017082","Idro","32","Femmine","7"
"017082","Idro","33","Totale","27"
"017082","Idro","33","Maschi","10"
"017082","Idro","33","Femmine","17"
"017082","Idro","34","Totale","25"
"017082","Idro","34","Maschi","12"
"017082","Idro","34","Femmine","13"
"017082","Idro","35","Totale","30"
"017082","Idro","35","Maschi","12"
"017082","Idro","35","Femmine","18"
"017082","Idro","36","Totale","22"
"017082","Idro","36","Maschi","7"
"017082","Idro","36","Femmine","15"
"017082","Idro","37","Totale","25"
"017082","Idro","37","Maschi","11"
"017082","Idro","37","Femmine","14"
"017082","Idro","38","Totale","27"
"017082","Idro","38","Maschi","14"
"017082","Idro","38","Femmine","13"
"017082","Idro","39","Totale","30"
"017082","Idro","39","Maschi","14"
"017082","Idro","39","Femmine","16"
"017082","Idro","40","Totale","35"
"017082","Idro","40","Maschi","17"
"017082","Idro","40","Femmine","18"
"017082","Idro","41","Totale","42"
"017082","Idro","41","Maschi","23"
"017082","Idro","41","Femmine","19"
"017082","Idro","42","Totale","34"
"017082","Idro","42","Maschi","18"
"017082","Idro","42","Femmine","16"
"017082","Idro","43","Totale","43"
"017082","Idro","43","Maschi","21"
"017082","Idro","43","Femmine","22"
"017082","Idro","44","Totale","33"
"017082","Idro","44","Maschi","16"
"017082","Idro","44","Femmine","17"
"017082","Idro","45","Totale","26"
"017082","Idro","45","Maschi","14"
"017082","Idro","45","Femmine","12"
"017082","Idro","46","Totale","34"
"017082","Idro","46","Maschi","17"
"017082","Idro","46","Femmine","17"
"017082","Idro","47","Totale","27"
"017082","Idro","47","Maschi","17"
"017082","Idro","47","Femmine","10"
"017082","Idro","48","Totale","35"
"017082","Idro","48","Maschi","17"
"017082","Idro","48","Femmine","18"
"017082","Idro","49","Totale","30"
"017082","Idro","49","Maschi","14"
"017082","Idro","49","Femmine","16"
"017082","Idro","50","Totale","24"
"017082","Idro","50","Maschi","9"
"017082","Idro","50","Femmine","15"
"017082","Idro","51","Totale","26"
"017082","Idro","51","Maschi","14"
"017082","Idro","51","Femmine","12"
"017082","Idro","52","Totale","32"
"017082","Idro","52","Maschi","21"
"017082","Idro","52","Femmine","11"
"017082","Idro","53","Totale","38"
"017082","Idro","53","Maschi","21"
"017082","Idro","53","Femmine","17"
"017082","Idro","54","Totale","37"
"017082","Idro","54","Maschi","22"
"017082","Idro","54","Femmine","15"
"017082","Idro","55","Totale","27"
"017082","Idro","55","Maschi","14"
"017082","Idro","55","Femmine","13"
"017082","Idro","56","Totale","25"
"017082","Idro","56","Maschi","10"
"017082","Idro","56","Femmine","15"
"017082","Idro","57","Totale","22"
"017082","Idro","57","Maschi","8"
"017082","Idro","57","Femmine","14"
"017082","Idro","58","Totale","38"
"017082","Idro","58","Maschi","22"
"017082","Idro","58","Femmine","16"
"017082","Idro","59","Totale","24"
"017082","Idro","59","Maschi","15"
"017082","Idro","59","Femmine","9"
"017082","Idro","60","Totale","20"
"017082","Idro","60","Maschi","9"
"017082","Idro","60","Femmine","11"
"017082","Idro","61","Totale","23"
"017082","Idro","61","Maschi","12"
"017082","Idro","61","Femmine","11"
"017082","Idro","62","Totale","15"
"017082","Idro","62","Maschi","8"
"017082","Idro","62","Femmine","7"
"017082","Idro","63","Totale","22"
"017082","Idro","63","Maschi","14"
"017082","Idro","63","Femmine","8"
"017082","Idro","64","Totale","27"
"017082","Idro","64","Maschi","15"
"017082","Idro","64","Femmine","12"
"017082","Idro","65","Totale","13"
"017082","Idro","65","Maschi","8"
"017082","Idro","65","Femmine","5"
"017082","Idro","66","Totale","17"
"017082","Idro","66","Maschi","8"
"017082","Idro","66","Femmine","9"
"017082","Idro","67","Totale","20"
"017082","Idro","67","Maschi","9"
"017082","Idro","67","Femmine","11"
"017082","Idro","68","Totale","24"
"017082","Idro","68","Maschi","7"
"017082","Idro","68","Femmine","17"
"017082","Idro","69","Totale","27"
"017082","Idro","69","Maschi","16"
"017082","Idro","69","Femmine","11"
"017082","Idro","70","Totale","22"
"017082","Idro","70","Maschi","10"
"017082","Idro","70","Femmine","12"
"017082","Idro","71","Totale","23"
"017082","Idro","71","Maschi","9"
"017082","Idro","71","Femmine","14"
"017082","Idro","72","Totale","21"
"017082","Idro","72","Maschi","11"
"017082","Idro","72","Femmine","10"
"017082","Idro","73","Totale","18"
"017082","Idro","73","Maschi","7"
"017082","Idro","73","Femmine","11"
"017082","Idro","74","Totale","24"
"017082","Idro","74","Maschi","15"
"017082","Idro","74","Femmine","9"
"017082","Idro","75","Totale","12"
"017082","Idro","75","Maschi","5"
"017082","Idro","75","Femmine","7"
"017082","Idro","76","Totale","27"
"017082","Idro","76","Maschi","11"
"017082","Idro","76","Femmine","16"
"017082","Idro","77","Totale","16"
"017082","Idro","77","Maschi","7"
"017082","Idro","77","Femmine","9"
"017082","Idro","78","Totale","15"
"017082","Idro","78","Maschi","9"
"017082","Idro","78","Femmine","6"
"017082","Idro","79","Totale","13"
"017082","Idro","79","Maschi","5"
"017082","Idro","79","Femmine","8"
"017082","Idro","80","Totale","6"
"017082","Idro","80","Maschi","3"
"017082","Idro","80","Femmine","3"
"017082","Idro","81","Totale","16"
"017082","Idro","81","Maschi","5"
"017082","Idro","81","Femmine","11"
"017082","Idro","82","Totale","7"
"017082","Idro","82","Maschi","2"
"017082","Idro","82","Femmine","5"
"017082","Idro","83","Totale","16"
"017082","Idro","83","Maschi","7"
"017082","Idro","83","Femmine","9"
"017082","Idro","84","Totale","7"
"017082","Idro","84","Maschi","4"
"017082","Idro","84","Femmine","3"
"017082","Idro","85","Totale","12"
"017082","Idro","85","Maschi","3"
"017082","Idro","85","Femmine","9"
"017082","Idro","86","Totale","4"
"017082","Idro","86","Maschi","1"
"017082","Idro","86","Femmine","3"
"017082","Idro","87","Totale","6"
"017082","Idro","87","Maschi","3"
"017082","Idro","87","Femmine","3"
"017082","Idro","88","Totale","9"
"017082","Idro","88","Maschi","2"
"017082","Idro","88","Femmine","7"
"017082","Idro","89","Totale","6"
"017082","Idro","89","Maschi","0"
"017082","Idro","89","Femmine","6"
"017082","Idro","90","Totale","5"
"017082","Idro","90","Maschi","1"
"017082","Idro","90","Femmine","4"
"017082","Idro","91","Totale","4"
"017082","Idro","91","Maschi","0"
"017082","Idro","91","Femmine","4"
"017082","Idro","92","Totale","6"
"017082","Idro","92","Maschi","2"
"017082","Idro","92","Femmine","4"
"017082","Idro","93","Totale","4"
"017082","Idro","93","Maschi","3"
"017082","Idro","93","Femmine","1"
"017082","Idro","94","Totale","0"
"017082","Idro","94","Maschi","0"
"017082","Idro","94","Femmine","0"
"017082","Idro","95","Totale","0"
"017082","Idro","95","Maschi","0"
"017082","Idro","95","Femmine","0"
"017082","Idro","96","Totale","2"
"017082","Idro","96","Maschi","1"
"017082","Idro","96","Femmine","1"
"017082","Idro","97","Totale","0"
"017082","Idro","97","Maschi","0"
"017082","Idro","97","Femmine","0"
"017082","Idro","98","Totale","0"
"017082","Idro","98","Maschi","0"
"017082","Idro","98","Femmine","0"
"017082","Idro","99","Totale","0"
"017082","Idro","99","Maschi","0"
"017082","Idro","99","Femmine","0"
"017082","Idro","100 e oltre","Totale","0"
"017082","Idro","100 e oltre","Maschi","0"
"017082","Idro","100 e oltre","Femmine","0"
"017083","Incudine","0","Totale","1"
"017083","Incudine","0","Maschi","0"
"017083","Incudine","0","Femmine","1"
"017083","Incudine","1","Totale","3"
"017083","Incudine","1","Maschi","2"
"017083","Incudine","1","Femmine","1"
"017083","Incudine","2","Totale","1"
"017083","Incudine","2","Maschi","0"
"017083","Incudine","2","Femmine","1"
"017083","Incudine","3","Totale","2"
"017083","Incudine","3","Maschi","0"
"017083","Incudine","3","Femmine","2"
"017083","Incudine","4","Totale","2"
"017083","Incudine","4","Maschi","2"
"017083","Incudine","4","Femmine","0"
"017083","Incudine","5","Totale","3"
"017083","Incudine","5","Maschi","1"
"017083","Incudine","5","Femmine","2"
"017083","Incudine","6","Totale","4"
"017083","Incudine","6","Maschi","3"
"017083","Incudine","6","Femmine","1"
"017083","Incudine","7","Totale","1"
"017083","Incudine","7","Maschi","1"
"017083","Incudine","7","Femmine","0"
"017083","Incudine","8","Totale","0"
"017083","Incudine","8","Maschi","0"
"017083","Incudine","8","Femmine","0"
"017083","Incudine","9","Totale","4"
"017083","Incudine","9","Maschi","2"
"017083","Incudine","9","Femmine","2"
"017083","Incudine","10","Totale","4"
"017083","Incudine","10","Maschi","2"
"017083","Incudine","10","Femmine","2"
"017083","Incudine","11","Totale","0"
"017083","Incudine","11","Maschi","0"
"017083","Incudine","11","Femmine","0"
"017083","Incudine","12","Totale","2"
"017083","Incudine","12","Maschi","2"
"017083","Incudine","12","Femmine","0"
"017083","Incudine","13","Totale","3"
"017083","Incudine","13","Maschi","2"
"017083","Incudine","13","Femmine","1"
"017083","Incudine","14","Totale","4"
"017083","Incudine","14","Maschi","1"
"017083","Incudine","14","Femmine","3"
"017083","Incudine","15","Totale","1"
"017083","Incudine","15","Maschi","1"
"017083","Incudine","15","Femmine","0"
"017083","Incudine","16","Totale","2"
"017083","Incudine","16","Maschi","0"
"017083","Incudine","16","Femmine","2"
"017083","Incudine","17","Totale","2"
"017083","Incudine","17","Maschi","2"
"017083","Incudine","17","Femmine","0"
"017083","Incudine","18","Totale","3"
"017083","Incudine","18","Maschi","1"
"017083","Incudine","18","Femmine","2"
"017083","Incudine","19","Totale","6"
"017083","Incudine","19","Maschi","4"
"017083","Incudine","19","Femmine","2"
"017083","Incudine","20","Totale","1"
"017083","Incudine","20","Maschi","1"
"017083","Incudine","20","Femmine","0"
"017083","Incudine","21","Totale","6"
"017083","Incudine","21","Maschi","2"
"017083","Incudine","21","Femmine","4"
"017083","Incudine","22","Totale","1"
"017083","Incudine","22","Maschi","0"
"017083","Incudine","22","Femmine","1"
"017083","Incudine","23","Totale","4"
"017083","Incudine","23","Maschi","2"
"017083","Incudine","23","Femmine","2"
"017083","Incudine","24","Totale","7"
"017083","Incudine","24","Maschi","2"
"017083","Incudine","24","Femmine","5"
"017083","Incudine","25","Totale","3"
"017083","Incudine","25","Maschi","2"
"017083","Incudine","25","Femmine","1"
"017083","Incudine","26","Totale","5"
"017083","Incudine","26","Maschi","3"
"017083","Incudine","26","Femmine","2"
"017083","Incudine","27","Totale","4"
"017083","Incudine","27","Maschi","3"
"017083","Incudine","27","Femmine","1"
"017083","Incudine","28","Totale","5"
"017083","Incudine","28","Maschi","4"
"017083","Incudine","28","Femmine","1"
"017083","Incudine","29","Totale","3"
"017083","Incudine","29","Maschi","1"
"017083","Incudine","29","Femmine","2"
"017083","Incudine","30","Totale","3"
"017083","Incudine","30","Maschi","2"
"017083","Incudine","30","Femmine","1"
"017083","Incudine","31","Totale","8"
"017083","Incudine","31","Maschi","6"
"017083","Incudine","31","Femmine","2"
"017083","Incudine","32","Totale","7"
"017083","Incudine","32","Maschi","3"
"017083","Incudine","32","Femmine","4"
"017083","Incudine","33","Totale","2"
"017083","Incudine","33","Maschi","1"
"017083","Incudine","33","Femmine","1"
"017083","Incudine","34","Totale","2"
"017083","Incudine","34","Maschi","0"
"017083","Incudine","34","Femmine","2"
"017083","Incudine","35","Totale","4"
"017083","Incudine","35","Maschi","3"
"017083","Incudine","35","Femmine","1"
"017083","Incudine","36","Totale","7"
"017083","Incudine","36","Maschi","4"
"017083","Incudine","36","Femmine","3"
"017083","Incudine","37","Totale","6"
"017083","Incudine","37","Maschi","2"
"017083","Incudine","37","Femmine","4"
"017083","Incudine","38","Totale","5"
"017083","Incudine","38","Maschi","1"
"017083","Incudine","38","Femmine","4"
"017083","Incudine","39","Totale","6"
"017083","Incudine","39","Maschi","4"
"017083","Incudine","39","Femmine","2"
"017083","Incudine","40","Totale","6"
"017083","Incudine","40","Maschi","4"
"017083","Incudine","40","Femmine","2"
"017083","Incudine","41","Totale","6"
"017083","Incudine","41","Maschi","5"
"017083","Incudine","41","Femmine","1"
"017083","Incudine","42","Totale","6"
"017083","Incudine","42","Maschi","2"
"017083","Incudine","42","Femmine","4"
"017083","Incudine","43","Totale","5"
"017083","Incudine","43","Maschi","2"
"017083","Incudine","43","Femmine","3"
"017083","Incudine","44","Totale","5"
"017083","Incudine","44","Maschi","1"
"017083","Incudine","44","Femmine","4"
"017083","Incudine","45","Totale","6"
"017083","Incudine","45","Maschi","3"
"017083","Incudine","45","Femmine","3"
"017083","Incudine","46","Totale","4"
"017083","Incudine","46","Maschi","2"
"017083","Incudine","46","Femmine","2"
"017083","Incudine","47","Totale","1"
"017083","Incudine","47","Maschi","0"
"017083","Incudine","47","Femmine","1"
"017083","Incudine","48","Totale","8"
"017083","Incudine","48","Maschi","5"
"017083","Incudine","48","Femmine","3"
"017083","Incudine","49","Totale","4"
"017083","Incudine","49","Maschi","1"
"017083","Incudine","49","Femmine","3"
"017083","Incudine","50","Totale","7"
"017083","Incudine","50","Maschi","3"
"017083","Incudine","50","Femmine","4"
"017083","Incudine","51","Totale","4"
"017083","Incudine","51","Maschi","3"
"017083","Incudine","51","Femmine","1"
"017083","Incudine","52","Totale","10"
"017083","Incudine","52","Maschi","5"
"017083","Incudine","52","Femmine","5"
"017083","Incudine","53","Totale","6"
"017083","Incudine","53","Maschi","2"
"017083","Incudine","53","Femmine","4"
"017083","Incudine","54","Totale","7"
"017083","Incudine","54","Maschi","4"
"017083","Incudine","54","Femmine","3"
"017083","Incudine","55","Totale","7"
"017083","Incudine","55","Maschi","4"
"017083","Incudine","55","Femmine","3"
"017083","Incudine","56","Totale","12"
"017083","Incudine","56","Maschi","6"
"017083","Incudine","56","Femmine","6"
"017083","Incudine","57","Totale","7"
"017083","Incudine","57","Maschi","6"
"017083","Incudine","57","Femmine","1"
"017083","Incudine","58","Totale","5"
"017083","Incudine","58","Maschi","1"
"017083","Incudine","58","Femmine","4"
"017083","Incudine","59","Totale","8"
"017083","Incudine","59","Maschi","5"
"017083","Incudine","59","Femmine","3"
"017083","Incudine","60","Totale","4"
"017083","Incudine","60","Maschi","2"
"017083","Incudine","60","Femmine","2"
"017083","Incudine","61","Totale","6"
"017083","Incudine","61","Maschi","1"
"017083","Incudine","61","Femmine","5"
"017083","Incudine","62","Totale","6"
"017083","Incudine","62","Maschi","1"
"017083","Incudine","62","Femmine","5"
"017083","Incudine","63","Totale","2"
"017083","Incudine","63","Maschi","1"
"017083","Incudine","63","Femmine","1"
"017083","Incudine","64","Totale","3"
"017083","Incudine","64","Maschi","1"
"017083","Incudine","64","Femmine","2"
"017083","Incudine","65","Totale","4"
"017083","Incudine","65","Maschi","3"
"017083","Incudine","65","Femmine","1"
"017083","Incudine","66","Totale","8"
"017083","Incudine","66","Maschi","4"
"017083","Incudine","66","Femmine","4"
"017083","Incudine","67","Totale","3"
"017083","Incudine","67","Maschi","1"
"017083","Incudine","67","Femmine","2"
"017083","Incudine","68","Totale","7"
"017083","Incudine","68","Maschi","4"
"017083","Incudine","68","Femmine","3"
"017083","Incudine","69","Totale","10"
"017083","Incudine","69","Maschi","2"
"017083","Incudine","69","Femmine","8"
"017083","Incudine","70","Totale","5"
"017083","Incudine","70","Maschi","1"
"017083","Incudine","70","Femmine","4"
"017083","Incudine","71","Totale","5"
"017083","Incudine","71","Maschi","2"
"017083","Incudine","71","Femmine","3"
"017083","Incudine","72","Totale","5"
"017083","Incudine","72","Maschi","4"
"017083","Incudine","72","Femmine","1"
"017083","Incudine","73","Totale","3"
"017083","Incudine","73","Maschi","3"
"017083","Incudine","73","Femmine","0"
"017083","Incudine","74","Totale","7"
"017083","Incudine","74","Maschi","4"
"017083","Incudine","74","Femmine","3"
"017083","Incudine","75","Totale","4"
"017083","Incudine","75","Maschi","3"
"017083","Incudine","75","Femmine","1"
"017083","Incudine","76","Totale","3"
"017083","Incudine","76","Maschi","2"
"017083","Incudine","76","Femmine","1"
"017083","Incudine","77","Totale","6"
"017083","Incudine","77","Maschi","2"
"017083","Incudine","77","Femmine","4"
"017083","Incudine","78","Totale","5"
"017083","Incudine","78","Maschi","3"
"017083","Incudine","78","Femmine","2"
"017083","Incudine","79","Totale","3"
"017083","Incudine","79","Maschi","2"
"017083","Incudine","79","Femmine","1"
"017083","Incudine","80","Totale","4"
"017083","Incudine","80","Maschi","3"
"017083","Incudine","80","Femmine","1"
"017083","Incudine","81","Totale","4"
"017083","Incudine","81","Maschi","1"
"017083","Incudine","81","Femmine","3"
"017083","Incudine","82","Totale","3"
"017083","Incudine","82","Maschi","2"
"017083","Incudine","82","Femmine","1"
"017083","Incudine","83","Totale","3"
"017083","Incudine","83","Maschi","2"
"017083","Incudine","83","Femmine","1"
"017083","Incudine","84","Totale","0"
"017083","Incudine","84","Maschi","0"
"017083","Incudine","84","Femmine","0"
"017083","Incudine","85","Totale","1"
"017083","Incudine","85","Maschi","0"
"017083","Incudine","85","Femmine","1"
"017083","Incudine","86","Totale","1"
"017083","Incudine","86","Maschi","0"
"017083","Incudine","86","Femmine","1"
"017083","Incudine","87","Totale","4"
"017083","Incudine","87","Maschi","0"
"017083","Incudine","87","Femmine","4"
"017083","Incudine","88","Totale","0"
"017083","Incudine","88","Maschi","0"
"017083","Incudine","88","Femmine","0"
"017083","Incudine","89","Totale","0"
"017083","Incudine","89","Maschi","0"
"017083","Incudine","89","Femmine","0"
"017083","Incudine","90","Totale","2"
"017083","Incudine","90","Maschi","1"
"017083","Incudine","90","Femmine","1"
"017083","Incudine","91","Totale","2"
"017083","Incudine","91","Maschi","1"
"017083","Incudine","91","Femmine","1"
"017083","Incudine","92","Totale","0"
"017083","Incudine","92","Maschi","0"
"017083","Incudine","92","Femmine","0"
"017083","Incudine","93","Totale","0"
"017083","Incudine","93","Maschi","0"
"017083","Incudine","93","Femmine","0"
"017083","Incudine","94","Totale","0"
"017083","Incudine","94","Maschi","0"
"017083","Incudine","94","Femmine","0"
"017083","Incudine","95","Totale","1"
"017083","Incudine","95","Maschi","0"
"017083","Incudine","95","Femmine","1"
"017083","Incudine","96","Totale","0"
"017083","Incudine","96","Maschi","0"
"017083","Incudine","96","Femmine","0"
"017083","Incudine","97","Totale","0"
"017083","Incudine","97","Maschi","0"
"017083","Incudine","97","Femmine","0"
"017083","Incudine","98","Totale","0"
"017083","Incudine","98","Maschi","0"
"017083","Incudine","98","Femmine","0"
"017083","Incudine","99","Totale","2"
"017083","Incudine","99","Maschi","0"
"017083","Incudine","99","Femmine","2"
"017083","Incudine","100 e oltre","Totale","0"
"017083","Incudine","100 e oltre","Maschi","0"
"017083","Incudine","100 e oltre","Femmine","0"
"017084","Irma","0","Totale","1"
"017084","Irma","0","Maschi","0"
"017084","Irma","0","Femmine","1"
"017084","Irma","1","Totale","1"
"017084","Irma","1","Maschi","1"
"017084","Irma","1","Femmine","0"
"017084","Irma","2","Totale","2"
"017084","Irma","2","Maschi","2"
"017084","Irma","2","Femmine","0"
"017084","Irma","3","Totale","0"
"017084","Irma","3","Maschi","0"
"017084","Irma","3","Femmine","0"
"017084","Irma","4","Totale","1"
"017084","Irma","4","Maschi","1"
"017084","Irma","4","Femmine","0"
"017084","Irma","5","Totale","2"
"017084","Irma","5","Maschi","1"
"017084","Irma","5","Femmine","1"
"017084","Irma","6","Totale","0"
"017084","Irma","6","Maschi","0"
"017084","Irma","6","Femmine","0"
"017084","Irma","7","Totale","1"
"017084","Irma","7","Maschi","1"
"017084","Irma","7","Femmine","0"
"017084","Irma","8","Totale","3"
"017084","Irma","8","Maschi","2"
"017084","Irma","8","Femmine","1"
"017084","Irma","9","Totale","2"
"017084","Irma","9","Maschi","1"
"017084","Irma","9","Femmine","1"
"017084","Irma","10","Totale","2"
"017084","Irma","10","Maschi","0"
"017084","Irma","10","Femmine","2"
"017084","Irma","11","Totale","0"
"017084","Irma","11","Maschi","0"
"017084","Irma","11","Femmine","0"
"017084","Irma","12","Totale","2"
"017084","Irma","12","Maschi","1"
"017084","Irma","12","Femmine","1"
"017084","Irma","13","Totale","3"
"017084","Irma","13","Maschi","1"
"017084","Irma","13","Femmine","2"
"017084","Irma","14","Totale","0"
"017084","Irma","14","Maschi","0"
"017084","Irma","14","Femmine","0"
"017084","Irma","15","Totale","1"
"017084","Irma","15","Maschi","0"
"017084","Irma","15","Femmine","1"
"017084","Irma","16","Totale","0"
"017084","Irma","16","Maschi","0"
"017084","Irma","16","Femmine","0"
"017084","Irma","17","Totale","2"
"017084","Irma","17","Maschi","1"
"017084","Irma","17","Femmine","1"
"017084","Irma","18","Totale","2"
"017084","Irma","18","Maschi","1"
"017084","Irma","18","Femmine","1"
"017084","Irma","19","Totale","0"
"017084","Irma","19","Maschi","0"
"017084","Irma","19","Femmine","0"
"017084","Irma","20","Totale","0"
"017084","Irma","20","Maschi","0"
"017084","Irma","20","Femmine","0"
"017084","Irma","21","Totale","0"
"017084","Irma","21","Maschi","0"
"017084","Irma","21","Femmine","0"
"017084","Irma","22","Totale","3"
"017084","Irma","22","Maschi","2"
"017084","Irma","22","Femmine","1"
"017084","Irma","23","Totale","0"
"017084","Irma","23","Maschi","0"
"017084","Irma","23","Femmine","0"
"017084","Irma","24","Totale","3"
"017084","Irma","24","Maschi","2"
"017084","Irma","24","Femmine","1"
"017084","Irma","25","Totale","2"
"017084","Irma","25","Maschi","2"
"017084","Irma","25","Femmine","0"
"017084","Irma","26","Totale","2"
"017084","Irma","26","Maschi","1"
"017084","Irma","26","Femmine","1"
"017084","Irma","27","Totale","0"
"017084","Irma","27","Maschi","0"
"017084","Irma","27","Femmine","0"
"017084","Irma","28","Totale","0"
"017084","Irma","28","Maschi","0"
"017084","Irma","28","Femmine","0"
"017084","Irma","29","Totale","3"
"017084","Irma","29","Maschi","2"
"017084","Irma","29","Femmine","1"
"017084","Irma","30","Totale","1"
"017084","Irma","30","Maschi","0"
"017084","Irma","30","Femmine","1"
"017084","Irma","31","Totale","1"
"017084","Irma","31","Maschi","1"
"017084","Irma","31","Femmine","0"
"017084","Irma","32","Totale","0"
"017084","Irma","32","Maschi","0"
"017084","Irma","32","Femmine","0"
"017084","Irma","33","Totale","1"
"017084","Irma","33","Maschi","1"
"017084","Irma","33","Femmine","0"
"017084","Irma","34","Totale","1"
"017084","Irma","34","Maschi","0"
"017084","Irma","34","Femmine","1"
"017084","Irma","35","Totale","0"
"017084","Irma","35","Maschi","0"
"017084","Irma","35","Femmine","0"
"017084","Irma","36","Totale","2"
"017084","Irma","36","Maschi","1"
"017084","Irma","36","Femmine","1"
"017084","Irma","37","Totale","2"
"017084","Irma","37","Maschi","1"
"017084","Irma","37","Femmine","1"
"017084","Irma","38","Totale","3"
"017084","Irma","38","Maschi","1"
"017084","Irma","38","Femmine","2"
"017084","Irma","39","Totale","0"
"017084","Irma","39","Maschi","0"
"017084","Irma","39","Femmine","0"
"017084","Irma","40","Totale","2"
"017084","Irma","40","Maschi","1"
"017084","Irma","40","Femmine","1"
"017084","Irma","41","Totale","2"
"017084","Irma","41","Maschi","1"
"017084","Irma","41","Femmine","1"
"017084","Irma","42","Totale","0"
"017084","Irma","42","Maschi","0"
"017084","Irma","42","Femmine","0"
"017084","Irma","43","Totale","2"
"017084","Irma","43","Maschi","1"
"017084","Irma","43","Femmine","1"
"017084","Irma","44","Totale","2"
"017084","Irma","44","Maschi","2"
"017084","Irma","44","Femmine","0"
"017084","Irma","45","Totale","1"
"017084","Irma","45","Maschi","0"
"017084","Irma","45","Femmine","1"
"017084","Irma","46","Totale","3"
"017084","Irma","46","Maschi","0"
"017084","Irma","46","Femmine","3"
"017084","Irma","47","Totale","1"
"017084","Irma","47","Maschi","1"
"017084","Irma","47","Femmine","0"
"017084","Irma","48","Totale","2"
"017084","Irma","48","Maschi","2"
"017084","Irma","48","Femmine","0"
"017084","Irma","49","Totale","1"
"017084","Irma","49","Maschi","0"
"017084","Irma","49","Femmine","1"
"017084","Irma","50","Totale","4"
"017084","Irma","50","Maschi","2"
"017084","Irma","50","Femmine","2"
"017084","Irma","51","Totale","1"
"017084","Irma","51","Maschi","0"
"017084","Irma","51","Femmine","1"
"017084","Irma","52","Totale","2"
"017084","Irma","52","Maschi","1"
"017084","Irma","52","Femmine","1"
"017084","Irma","53","Totale","4"
"017084","Irma","53","Maschi","2"
"017084","Irma","53","Femmine","2"
"017084","Irma","54","Totale","1"
"017084","Irma","54","Maschi","0"
"017084","Irma","54","Femmine","1"
"017084","Irma","55","Totale","1"
"017084","Irma","55","Maschi","1"
"017084","Irma","55","Femmine","0"
"017084","Irma","56","Totale","1"
"017084","Irma","56","Maschi","1"
"017084","Irma","56","Femmine","0"
"017084","Irma","57","Totale","1"
"017084","Irma","57","Maschi","1"
"017084","Irma","57","Femmine","0"
"017084","Irma","58","Totale","4"
"017084","Irma","58","Maschi","3"
"017084","Irma","58","Femmine","1"
"017084","Irma","59","Totale","5"
"017084","Irma","59","Maschi","3"
"017084","Irma","59","Femmine","2"
"017084","Irma","60","Totale","2"
"017084","Irma","60","Maschi","1"
"017084","Irma","60","Femmine","1"
"017084","Irma","61","Totale","1"
"017084","Irma","61","Maschi","1"
"017084","Irma","61","Femmine","0"
"017084","Irma","62","Totale","1"
"017084","Irma","62","Maschi","0"
"017084","Irma","62","Femmine","1"
"017084","Irma","63","Totale","1"
"017084","Irma","63","Maschi","1"
"017084","Irma","63","Femmine","0"
"017084","Irma","64","Totale","1"
"017084","Irma","64","Maschi","1"
"017084","Irma","64","Femmine","0"
"017084","Irma","65","Totale","3"
"017084","Irma","65","Maschi","1"
"017084","Irma","65","Femmine","2"
