Stazione, Nuvolento - ModAria
-999 Valore mancante o invalido

Data/Ora, Biossido di Azoto - µg/m³
2017/08/21 00:00,7.0000
2017/08/22 00:00,10.0000
2017/08/23 00:00,9.9000
2017/08/24 00:00,12.3000
2017/08/25 00:00,12.9000
2017/08/26 00:00,12.1000
2017/08/27 00:00,11.8000
2017/08/28 00:00,9.0000
2017/08/29 00:00,11.4000
2017/08/30 00:00,13.7000
2017/08/31 00:00,17.9000
2017/09/01 00:00,9.6000
2017/09/02 00:00,8.1000
2017/09/03 00:00,7.1000
2017/09/04 00:00,13.2000
2017/09/05 00:00,14.2000
2017/09/06 00:00,17.7000
2017/09/07 00:00,9.4000
2017/09/08 00:00,12.3000
2017/09/09 00:00,13.8000
2017/09/10 00:00,7.4000
2017/09/11 00:00,12.8000
2017/09/12 00:00,8.3000
2017/09/13 00:00,12.9000
2017/09/14 00:00,14.4000
2017/09/15 00:00,13.9000
2017/09/16 00:00,13.1000
2017/09/17 00:00,9.9000
2017/09/18 00:00,12.5000
2017/09/19 00:00,9.2000
2017/09/20 00:00,8.9000
2017/09/21 00:00,16.9000
2017/09/22 00:00,13.4000
2017/09/23 00:00,12.8000
2017/09/24 00:00,10.3000
2017/09/25 00:00,9.7000
2017/09/26 00:00,9.9000
2017/09/27 00:00,10.1000
2017/09/28 00:00,12.1000
2017/09/29 00:00,10.0000
2017/09/30 00:00,9.4000
2017/10/01 00:00,13.4000
2017/10/02 00:00,16.3000
2017/10/03 00:00,18.6000
2017/10/04 00:00,15.2000
2017/10/05 00:00,13.9000
2017/10/06 00:00,10.6000
2017/10/07 00:00,19.6000
2017/10/08 00:00,13.8000
2017/10/09 00:00,18.7000
2017/10/10 00:00,14.5000
2017/10/11 00:00,16.3000
2017/10/12 00:00,14.4000
2017/10/13 00:00,13.2000
2017/10/14 00:00,12.4000
2017/10/15 00:00,10.2000
2017/10/16 00:00,12.6000
2017/10/17 00:00,8.9000
2017/10/18 00:00,17.1000
2017/10/19 00:00,21.5000
2017/10/20 00:00,29.1000
2017/10/21 00:00,30.0000
2017/10/22 00:00,11.4000
2017/10/23 00:00,12.7000
2017/10/24 00:00,15.2000
2017/10/25 00:00,13.6000
2017/10/26 00:00,19.2000
2017/10/27 00:00,11.4000
2017/10/28 00:00,14.9000
2017/10/29 00:00,12.3000
2017/10/30 00:00,12.0000
2017/10/31 00:00,10.2000
2017/11/01 00:00,23.1000
2017/11/02 00:00,23.0000
2017/11/03 00:00,21.9000
2017/11/04 00:00,20.1000
2017/11/05 00:00,10.0000
2017/11/06 00:00,12.5000
2017/11/07 00:00,16.7000
2017/11/08 00:00,28.0000
2017/11/09 00:00,24.6000
2017/11/10 00:00,31.1000
2017/11/11 00:00,30.3000
2017/11/12 00:00,31.9000
2017/11/13 00:00,30.2000
2017/11/14 00:00,36.1000
2017/11/15 00:00,37.1000
2017/11/16 00:00,39.4000
2017/11/17 00:00,28.5000
2017/11/18 00:00,35.2000
2017/11/19 00:00,35.5000
2017/11/20 00:00,44.2000
2017/11/21 00:00,58.2000
2017/11/22 00:00,54.1000
2017/11/23 00:00,54.5000
2017/11/24 00:00,50.9000
2017/11/25 00:00,51.7000
2017/11/26 00:00,35.6000
2017/11/27 00:00,38.2000
2017/11/28 00:00,53.5000
2017/11/29 00:00,41.2000
2017/11/30 00:00,45.8000
2017/12/01 00:00,35.2000
2017/12/02 00:00,38.3000
2017/12/03 00:00,32.6000
2017/12/04 00:00,53.0000
2017/12/05 00:00,62.6000
2017/12/06 00:00,58.1000
2017/12/07 00:00,70.5000
2017/12/08 00:00,69.1000
2017/12/09 00:00,45.0000
2017/12/10 00:00,46.8000
2017/12/11 00:00,46.1000
2017/12/12 00:00,56.8000
2017/12/13 00:00,41.8000
2017/12/14 00:00,44.4000
2017/12/15 00:00,38.0000
2017/12/16 00:00,34.7000
2017/12/17 00:00,28.0000
2017/12/18 00:00,31.8000
2017/12/19 00:00,29.7000
2017/12/20 00:00,43.8000
2017/12/21 00:00,43.4000
2017/12/22 00:00,46.3000
2017/12/23 00:00,38.1000
2017/12/24 00:00,36.6000
2017/12/25 00:00,34.3000
2017/12/26 00:00,35.8000
2017/12/27 00:00,10.3000
2017/12/28 00:00,24.6000
2017/12/29 00:00,22.3000
2017/12/30 00:00,22.1000
2017/12/31 00:00,31.5000
2018/01/01 00:00,24.3000
2018/01/02 00:00,25.2000
2018/01/03 00:00,30.6000
2018/01/04 00:00,30.4000
2018/01/05 00:00,28.3000
2018/01/06 00:00,31.1000
2018/01/07 00:00,20.1000
2018/01/08 00:00,12.9000
2018/01/09 00:00,15.0000
2018/01/10 00:00,24.3000
2018/01/11 00:00,23.2000
2018/01/12 00:00,24.7000
2018/01/13 00:00,25.2000
2018/01/14 00:00,24.7000
2018/01/15 00:00,39.0000
2018/01/16 00:00,37.8000
2018/01/17 00:00,27.4000
2018/01/18 00:00,36.4000
2018/01/19 00:00,37.3000
2018/01/20 00:00,33.2000
2018/01/21 00:00,22.9000
2018/01/22 00:00,27.2000
2018/01/23 00:00,30.8000
2018/01/24 00:00,32.6000
2018/01/25 00:00,42.0000
2018/01/26 00:00,33.3000
2018/01/27 00:00,28.1000
2018/01/28 00:00,25.3000
2018/01/29 00:00,31.2000
2018/01/30 00:00,39.3000
2018/01/31 00:00,40.2000
2018/02/01 00:00,35.8000
2018/02/02 00:00,18.8000
2018/02/03 00:00,19.8000
2018/02/04 00:00,17.5000
2018/02/05 00:00,14.8000
2018/02/06 00:00,22.7000
2018/02/07 00:00,27.9000
2018/02/08 00:00,28.8000
2018/02/09 00:00,29.6000
2018/02/10 00:00,35.1000
2018/02/11 00:00,25.6000
2018/02/12 00:00,19.2000
2018/02/13 00:00,23.0000
2018/02/14 00:00,25.4000
2018/02/15 00:00,26.0000
2018/02/16 00:00,33.0000
2018/02/17 00:00,35.8000
2018/02/18 00:00,23.4000
2018/02/19 00:00,26.0000
2018/02/20 00:00,24.2000
2018/02/21 00:00,33.3000
2018/02/22 00:00,29.1000
2018/02/23 00:00,35.6000
2018/02/24 00:00,28.7000
2018/02/25 00:00,14.2000
2018/02/26 00:00,19.4000
2018/02/27 00:00,26.1000
2018/02/28 00:00,24.6000
2018/03/01 00:00,38.6000
2018/03/02 00:00,62.2000
2018/03/03 00:00,42.3000
2018/03/04 00:00,40.5000
2018/03/05 00:00,36.3000
2018/03/06 00:00,53.4000
2018/03/07 00:00,21.8000
2018/03/08 00:00,26.7000
2018/03/09 00:00,24.4000
2018/03/10 00:00,29.4000
2018/03/11 00:00,13.3000
2018/03/12 00:00,20.2000
2018/03/13 00:00,18.8000
2018/03/14 00:00,23.9000
2018/03/15 00:00,18.6000
2018/03/16 00:00,16.7000
2018/03/17 00:00,20.5000
2018/03/18 00:00,11.0000
2018/03/19 00:00,34.3000
2018/03/20 00:00,24.2000
2018/03/21 00:00,14.2000
2018/03/22 00:00,17.7000
2018/03/23 00:00,25.9000
2018/03/24 00:00,18.6000
2018/03/25 00:00,16.3000
2018/03/26 00:00,23.8000
2018/03/27 00:00,22.1000
2018/03/28 00:00,26.9000
2018/03/29 00:00,21.1000
2018/03/30 00:00,14.2000
2018/03/31 00:00,11.1000
2018/04/01 00:00,10.3000
2018/04/02 00:00,13.3000
2018/04/03 00:00,14.8000
2018/04/04 00:00,17.0000
2018/04/05 00:00,19.6000
2018/04/06 00:00,13.9000
2018/04/07 00:00,14.1000
2018/04/08 00:00,14.1000
2018/04/09 00:00,22.8000
2018/04/10 00:00,15.3000
2018/04/11 00:00,11.6000
2018/04/12 00:00,13.5000
2018/04/13 00:00,11.0000
2018/04/14 00:00,11.5000
2018/04/15 00:00,8.2000
2018/04/16 00:00,8.9000
2018/04/17 00:00,9.7000
2018/04/18 00:00,11.7000
2018/04/19 00:00,10.8000
2018/04/20 00:00,17.8000
2018/04/21 00:00,12.2000
2018/04/22 00:00,11.3000
2018/04/23 00:00,18.5000
2018/04/24 00:00,13.5000
2018/04/25 00:00,13.9000
2018/04/26 00:00,15.7000
2018/04/27 00:00,8.8000
2018/04/28 00:00,9.5000
2018/04/29 00:00,6.0000
2018/04/30 00:00,11.2000
2018/05/01 00:00,5.7000
2018/05/02 00:00,12.0000
2018/05/03 00:00,13.0000
2018/05/04 00:00,9.4000
2018/05/05 00:00,6.8000
2018/05/06 00:00,9.7000
2018/05/07 00:00,9.0000
2018/05/08 00:00,8.7000
2018/05/09 00:00,7.7000
2018/05/10 00:00,8.4000
2018/05/11 00:00,10.6000
2018/05/12 00:00,10.0000
2018/05/13 00:00,8.4000
2018/05/14 00:00,11.3000
2018/05/15 00:00,18.3000
2018/05/16 00:00,10.2000
2018/05/17 00:00,12.3000
