WeekStart;Year;Week;Area;Population;Respiratory_rate_per_10000;Cardiocirculatory_rate_per_10000;NO2_population_weighted_mean;PM25_population_weighted_mean;TimeLabel
2019-04-22;2019;17;Agricultural;60103;1.6638104587125433;3.4940019632963413;9.517078538984267;12.297187447263152;2019-04-22
2019-04-22;2019;17;Industrial;340591;1.4386757136859165;3.7288125640430896;18.71238355849517;11.338998136432595;2019-04-22
2019-04-29;2019;18;Agricultural;60103;0.3327620917425087;3.9931451009101044;10.734097180792022;13.035745779269396;2019-04-29
2019-04-29;2019;18;Industrial;340591;1.1157076963278536;3.611369648640158;21.920538878428548;11.645241024320331;2019-04-29
2019-05-06;2019;19;Agricultural;60103;2.3293346421975607;3.3276209174250866;11.587501455834152;12.380729747267193;2019-05-06
2019-05-06;2019;19;Industrial;340591;1.2037898828800526;3.582008919789425;24.458742471594544;13.407039108910269;2019-05-06
2019-05-13;2019;20;Agricultural;60103;2.3293346421975607;2.828477779811324;10.315816182220521;10.904442611611971;2019-05-13
2019-05-13;2019;20;Industrial;340591;1.7910044598947126;3.7288125640430896;24.181612675781633;12.37238715728165;2019-05-13
2019-05-20;2019;21;Agricultural;60103;1.4974294128412893;4.159526146781358;10.666280504182108;17.86550707000601;2019-05-20
2019-05-20;2019;21;Industrial;340591;2.1139724772527755;3.523287462087959;22.766980127400394;16.550662986229398;2019-05-20
2019-05-27;2019;22;Agricultural;60103;0.6655241834850174;3.161239871553833;12.957654835389723;14.371426669930903;2019-05-27
2019-05-27;2019;22;Industrial;340591;1.5854793579395814;2.8479906985211003;22.477263722680366;14.387002928103545;2019-05-27
